No,Size,Type,IsDegradeRead,replicas,nativeec,hydra,microec,NativeecTimes,HydraTimes,MicroecTimes,,,
5156,1015808,GET,TRUE,190.028,394.085,245.063,225.645,2.07,1.29,1.19,,,
5278,1032192,GET,FALSE,188.925,165.449,165.365,164.158,0.88,0.88,0.87,,,
9479,1032192,GET,FALSE,190.987,165.676,165.253,163.3,0.87,0.87,0.86,,,
5402,1032192,GET,FALSE,191.641,167.775,165.53,165.214,0.88,0.86,0.86,,,
7708,1032192,GET,FALSE,192.367,166.74,170.096,163.628,0.87,0.88,0.85,,,
5470,1032192,GET,TRUE,188.356,350.411,249.44,404.757,1.86,1.32,2.15,,,
3591,1032192,GET,TRUE,170.462,356.016,283.733,223.243,2.09,1.66,1.31,,,
6718,1032192,GET,FALSE,187.566,166.173,167.673,164.064,0.89,0.89,0.87,,,
5469,1032192,GET,FALSE,192.353,166.289,164.982,163.483,0.86,0.86,0.85,,,
4634,1032192,GET,FALSE,188.056,167.374,170.359,165.708,0.89,0.91,0.88,,,
9820,1032192,GET,TRUE,186.871,347.153,244.719,210.53,1.86,1.31,1.13,,,
9270,1032192,GET,TRUE,187.599,354.072,250.691,223.348,1.89,1.34,1.19,,,
10234,1032192,GET,TRUE,188.023,409.307,245.92,219.489,2.18,1.31,1.17,,,
10833,1032192,GET,FALSE,187.477,166.249,169.306,165.296,0.89,0.9,0.88,,,
3555,1032192,GET,TRUE,184.554,367.907,319.522,206.779,1.99,1.73,1.12,,,
6985,1032192,GET,TRUE,190.689,433.747,297.15,213.611,2.27,1.56,1.12,,,
3622,1032192,GET,FALSE,191.055,176.689,170.354,167.066,0.92,0.89,0.87,,,
2324,1048576,GET,TRUE,189.751,339.166,275.443,225.377,1.79,1.45,1.19,,,
2369,1048576,PUT,FALSE,490.835,624.658,424.071,332.374,1.27,0.86,0.68,,,
1713,1048576,PUT,FALSE,487.8,590.538,293.104,319.911,1.21,0.6,0.66,,,
2305,1048576,PUT,FALSE,497.658,568.968,369.058,403.044,1.14,0.74,0.81,,,
2404,1048576,PUT,FALSE,492.147,667.529,356.692,280.23,1.36,0.72,0.57,,,
1988,1048576,GET,FALSE,190.273,184.329,172.626,166.516,0.97,0.91,0.88,,,
10950,1048576,GET,FALSE,192.487,172.836,169.548,167.579,0.9,0.88,0.87,,,
2504,1048576,PUT,FALSE,492.289,549.203,322.892,361.605,1.12,0.66,0.73,,,
6014,1048576,GET,TRUE,193.678,396.659,255.432,220.198,2.05,1.32,1.14,,,
9242,1064960,GET,TRUE,189.019,361.143,271.204,289.913,1.91,1.43,1.53,,,
3951,1064960,GET,TRUE,197.911,358.648,270.336,216.746,1.81,1.37,1.1,,,
2557,1064960,GET,FALSE,191.793,171.124,169.336,170.108,0.89,0.88,0.89,,,
9995,1064960,GET,TRUE,185.691,378.897,270.075,276.391,2.04,1.45,1.49,,,
1252,1064960,GET,FALSE,189.725,170.041,170.612,168.14,0.9,0.9,0.89,,,
2543,1064960,GET,TRUE,191.042,449.99,296.486,228.969,2.36,1.55,1.2,,,
1248,1064960,GET,FALSE,190.51,176.238,170.99,168.794,0.93,0.9,0.89,,,
280,1064960,GET,FALSE,190.268,174.837,171.361,167.871,0.92,0.9,0.88,,,
1433,1064960,GET,TRUE,187.047,373.206,301.239,230.026,2,1.61,1.23,,,
1415,1064960,GET,TRUE,190.774,365.389,351.789,227.003,1.92,1.84,1.19,,,
9036,1064960,GET,TRUE,190.061,297.23,257.506,252.683,1.56,1.35,1.33,,,
8657,1064960,GET,FALSE,190.167,170.19,169.772,168.802,0.89,0.89,0.89,,,
1591,1064960,GET,TRUE,192.3,368.489,254.987,226.729,1.92,1.33,1.18,,,
8512,1064960,GET,TRUE,192.133,456.143,269.922,222.066,2.37,1.4,1.16,,,
2413,1064960,GET,FALSE,210.341,185.111,174.489,170.713,0.88,0.83,0.81,,,
6464,1064960,GET,FALSE,191.338,170.852,169.532,168.931,0.89,0.89,0.88,,,
382,1064960,GET,FALSE,191.333,172.682,247.255,168.785,0.9,1.29,0.88,,,
186,1064960,GET,FALSE,191.153,172.932,177.75,168.83,0.9,0.93,0.88,,,
10913,1064960,GET,TRUE,190.281,358.732,289.272,240.229,1.89,1.52,1.26,,,
5035,1064960,GET,TRUE,198.816,420.327,252.668,235.39,2.11,1.27,1.18,,,
7184,1064960,GET,TRUE,191.626,366.033,251.752,224.08,1.91,1.31,1.17,,,
926,1064960,GET,FALSE,192.199,171.226,170.546,168.948,0.89,0.89,0.88,,,
6805,1064960,GET,FALSE,192.664,171.957,170.432,169.345,0.89,0.88,0.88,,,
9287,1097728,GET,FALSE,189.077,180.179,175.81,173.828,0.95,0.93,0.92,,,
7654,1114112,GET,FALSE,190.77,180.661,178.664,176.554,0.95,0.94,0.93,,,
6030,1114112,GET,FALSE,186.853,179.939,177.935,177.943,0.96,0.95,0.95,,,
10581,1114112,GET,TRUE,190.373,353.151,308.588,228.753,1.86,1.62,1.2,,,
6465,1114112,GET,FALSE,196.455,178.961,178.929,177.777,0.91,0.91,0.9,,,
5027,1114112,GET,FALSE,206.806,177.706,177.83,176.091,0.86,0.86,0.85,,,
4784,1114112,GET,FALSE,191.365,181.747,178.375,178.012,0.95,0.93,0.93,,,
4808,1114112,GET,FALSE,191.436,189.688,178.382,176.445,0.99,0.93,0.92,,,
5446,1130496,GET,TRUE,206.041,401.004,289.943,237.211,1.95,1.41,1.15,,,
6282,1130496,GET,FALSE,210.601,181.958,180.384,178.25,0.86,0.86,0.85,,,
1712,1146880,GET,FALSE,195.702,188.086,185.962,182.445,0.96,0.95,0.93,,,
416,1146880,GET,FALSE,196.078,184.209,182.261,182.187,0.94,0.93,0.93,,,
2735,1146880,GET,TRUE,196.611,404.171,277.76,267.056,2.06,1.41,1.36,,,
3994,1146880,GET,FALSE,196.056,184.346,182.568,182.551,0.94,0.93,0.93,,,
6527,1146880,GET,FALSE,195.716,184.62,187.408,182.478,0.94,0.96,0.93,,,
6619,1146880,GET,FALSE,197.948,191.666,185.087,181.324,0.97,0.94,0.92,,,
9758,1146880,GET,FALSE,196.986,185.194,185.667,185.456,0.94,0.94,0.94,,,
8766,1146880,GET,FALSE,196.96,182.217,183.958,182.1,0.93,0.93,0.92,,,
8680,1179648,GET,FALSE,200.086,188.359,189.806,188.221,0.94,0.95,0.94,,,
8750,1179648,GET,FALSE,199.197,187.961,189.926,187.539,0.94,0.95,0.94,,,
9568,1179648,GET,TRUE,199.716,443.474,296.67,248.832,2.22,1.49,1.25,,,
862,1179648,GET,TRUE,199.386,379.042,279.009,260.682,1.9,1.4,1.31,,,
10398,1196032,GET,FALSE,205.758,188.715,189.825,189.038,0.92,0.92,0.92,,,
9947,1196032,GET,FALSE,205.612,197.957,192.775,189.577,0.96,0.94,0.92,,,
8646,1212416,GET,TRUE,202.899,397.177,292.54,249.057,1.96,1.44,1.23,,,
9670,1212416,GET,TRUE,207.186,484.852,285.46,247.126,2.34,1.38,1.19,,,
9167,1212416,GET,FALSE,204.794,196.11,194.969,192.14,0.96,0.95,0.94,,,
10423,1212416,GET,FALSE,205.142,194.831,193.46,191.799,0.95,0.94,0.93,,,
10885,1228800,GET,TRUE,209.247,499.608,340.48,308.356,2.39,1.63,1.47,,,
8613,1228800,GET,FALSE,205.26,194.07,196.604,193.257,0.95,0.96,0.94,,,
9585,1261568,GET,FALSE,216.314,200.213,201.184,199.021,0.93,0.93,0.92,,,
2980,1277952,GET,TRUE,213.194,489.794,301.871,259.948,2.3,1.42,1.22,,,
8568,1277952,GET,FALSE,212.601,203.593,203.839,201.876,0.96,0.96,0.95,,,
5627,1277952,GET,FALSE,215.181,202.158,202.446,201.123,0.94,0.94,0.93,,,
5185,1277952,GET,TRUE,209.62,348.556,327.116,264.275,1.66,1.56,1.26,,,
10705,1277952,GET,FALSE,229.436,206.065,205.05,205.275,0.9,0.89,0.89,,,
9867,1277952,GET,FALSE,211.686,217.666,203.221,201.209,1.03,0.96,0.95,,,
5746,1277952,GET,FALSE,229.787,203.964,203.184,202.867,0.89,0.88,0.88,,,
9237,1277952,GET,FALSE,213.08,224.047,218.963,203.232,1.05,1.03,0.95,,,
10007,1277952,GET,TRUE,215.534,462.398,322.52,287.626,2.15,1.5,1.33,,,
7076,1294336,GET,TRUE,219.588,418.782,405.537,297.713,1.91,1.85,1.36,,,
8998,1294336,GET,TRUE,215.738,403.188,312.211,282.494,1.87,1.45,1.31,,,
5376,1294336,GET,TRUE,235.983,481.549,306.129,290.663,2.04,1.3,1.23,,,
4318,1294336,GET,FALSE,218.497,218.155,205.116,204.484,1,0.94,0.94,,,
9098,1294336,GET,FALSE,212.245,204.578,206.101,204.263,0.96,0.97,0.96,,,
4422,1294336,GET,TRUE,235.408,518.133,313.816,265.39,2.2,1.33,1.13,,,
7855,1310720,GET,FALSE,217.423,208.64,207.128,208.905,0.96,0.95,0.96,,,
4700,1310720,GET,TRUE,214.699,440.14,358.445,322.532,2.05,1.67,1.5,,,
3576,1310720,GET,TRUE,216.019,447.065,398.877,273.337,2.07,1.85,1.27,,,
10205,1310720,GET,FALSE,216.659,209.461,207.978,207.325,0.97,0.96,0.96,,,
9489,1327104,GET,TRUE,220.097,405.239,321.95,268.996,1.84,1.46,1.22,,,
8681,1327104,GET,TRUE,216.29,391.913,312.09,272.165,1.81,1.44,1.26,,,
10864,1327104,GET,TRUE,217.774,426.166,366.687,347.661,1.96,1.68,1.6,,,
5769,1343488,GET,FALSE,220.923,216.592,213.286,211.812,0.98,0.97,0.96,,,
2242,1343488,GET,TRUE,221.874,483.573,348.733,326.117,2.18,1.57,1.47,,,
4607,1359872,GET,FALSE,247.732,215.855,216.607,214.384,0.87,0.87,0.87,,,
6792,1359872,GET,TRUE,223.841,520.279,350.319,285.541,2.32,1.57,1.28,,,
5512,1359872,GET,FALSE,225.823,215.768,225.978,215.023,0.96,1,0.95,,,
5382,1359872,GET,FALSE,222.86,218.626,214.825,213.795,0.98,0.96,0.96,,,
342,1376256,GET,TRUE,228.629,437.652,359.024,275.685,1.91,1.57,1.21,,,
5834,1376256,GET,FALSE,227.824,222.761,220.366,217.873,0.98,0.97,0.96,,,
7185,1376256,GET,TRUE,224.482,518.014,321.625,336.093,2.31,1.43,1.5,,,
2655,1376256,GET,FALSE,252.001,217.376,219.051,216.168,0.86,0.87,0.86,,,
7591,1376256,GET,FALSE,225.885,219.498,222.796,218.238,0.97,0.99,0.97,,,
9009,1392640,GET,TRUE,228.398,392.697,409.209,286.732,1.72,1.79,1.26,,,
8238,1392640,GET,FALSE,227.819,220.851,221.534,218.889,0.97,0.97,0.96,,,
6119,1409024,GET,TRUE,234.948,526.71,426.458,302.454,2.24,1.82,1.29,,,
10944,1425408,GET,FALSE,231.807,228.806,227.387,225.48,0.99,0.98,0.97,,,
3874,1425408,GET,FALSE,233.73,226.492,225.608,223.246,0.97,0.97,0.96,,,
9475,1425408,GET,FALSE,231.205,225.92,227.007,224.684,0.98,0.98,0.97,,,
3629,1425408,GET,FALSE,257.478,225.465,226.652,224.546,0.88,0.88,0.87,,,
2585,1441792,GET,FALSE,233.553,230.199,227.116,227.884,0.99,0.97,0.98,,,
8183,1441792,GET,TRUE,233.13,459.822,435.675,339.991,1.97,1.87,1.46,,,
9117,1474560,GET,TRUE,238.954,549.417,359.032,292.022,2.3,1.5,1.22,,,
1142,1490944,GET,TRUE,240.822,534.576,349.841,337.644,2.22,1.45,1.4,,,
1386,1507328,GET,FALSE,242.941,241.419,239.323,237.045,0.99,0.99,0.98,,,
1382,1507328,GET,TRUE,242.312,493.009,349.032,323.087,2.03,1.44,1.33,,,
1888,1507328,GET,TRUE,244.087,515.138,393.501,289.785,2.11,1.61,1.19,,,
1273,1507328,GET,TRUE,242.765,498.848,370.219,318.81,2.05,1.53,1.31,,,
10428,1523712,GET,FALSE,244.486,241.338,242.414,239.201,0.99,0.99,0.98,,,
4012,1540096,GET,FALSE,246.803,255.069,246.867,241.544,1.03,1,0.98,,,
6211,1572864,GET,FALSE,250.287,247.58,248.614,245.879,0.99,0.99,0.98,,,
8847,1572864,GET,FALSE,250.168,250.976,249.162,246.638,1,1,0.99,,,
9289,1589248,GET,TRUE,254.026,546.507,372.68,311.437,2.15,1.47,1.23,,,
2065,1622016,GET,TRUE,257.894,534.58,419.437,320.451,2.07,1.63,1.24,,,
4256,1622016,GET,FALSE,292.14,256.228,256.514,253.948,0.88,0.88,0.87,,,
3388,1638400,GET,FALSE,260.155,256.886,257.72,256.095,0.99,0.99,0.98,,,
4851,1638400,GET,TRUE,259.959,501.157,396.379,342.072,1.93,1.52,1.32,,,
4762,1654784,GET,TRUE,263.361,630.235,432.609,326.52,2.39,1.64,1.24,,,
6946,1654784,GET,TRUE,261.745,480.386,394.15,343.403,1.84,1.51,1.31,,,
3976,1654784,GET,TRUE,260.79,580.683,393.368,323.995,2.23,1.51,1.24,,,
6931,1654784,GET,FALSE,263.122,264.236,261.155,260.295,1,0.99,0.99,,,
5195,1654784,GET,FALSE,262.281,262.331,263.891,258.637,1,1.01,0.99,,,
4507,1671168,GET,TRUE,265.557,663.837,388.192,375.324,2.5,1.46,1.41,,,
6413,1687552,GET,FALSE,268.213,267.316,265.365,264.425,1,0.99,0.99,,,
3169,1687552,GET,TRUE,264.174,421.743,420.379,337.656,1.6,1.59,1.28,,,
3692,1703936,GET,FALSE,268.957,268.61,267.436,267.753,1,0.99,1,,,
6653,1703936,GET,TRUE,267.626,593.753,445.247,371.112,2.22,1.66,1.39,,,
5960,1720320,GET,FALSE,269.849,272.745,273.184,269.038,1.01,1.01,1,,,
4950,1720320,GET,FALSE,270.966,271.664,270.189,269.644,1,1,1,,,
4854,1720320,GET,FALSE,270.135,271.447,270.579,269.402,1,1,1,,,
9146,1736704,GET,TRUE,272.945,696.617,438.998,381.998,2.55,1.61,1.4,,,
4532,1753088,GET,FALSE,273.992,278.449,277.556,273.939,1.02,1.01,1,,,
9940,1753088,GET,FALSE,275.376,279.134,281.1,284.219,1.01,1.02,1.03,,,
8245,1753088,PUT,FALSE,813.801,965.159,662.871,624.518,1.19,0.81,0.77,,,
9885,1753088,GET,FALSE,274.64,278.689,277.388,274.718,1.01,1.01,1,,,
6840,1753088,GET,FALSE,276.706,277.446,276.065,274.668,1,1,0.99,,,
9417,1753088,GET,FALSE,274.423,278.534,278.913,275.873,1.01,1.02,1.01,,,
8000,1785856,GET,FALSE,280.264,279.757,281.523,280.007,1,1,1,,,
6433,1785856,GET,TRUE,322.702,642.44,411.451,346.134,1.99,1.28,1.07,,,
7929,1785856,GET,TRUE,280.561,699.115,421.411,349.579,2.49,1.5,1.25,,,
2217,1818624,GET,FALSE,337.384,287.375,285.623,286.624,0.85,0.85,0.85,,,
7973,1818624,GET,TRUE,285.614,584.096,429.884,357.57,2.05,1.51,1.25,,,
7539,1818624,GET,FALSE,285.748,290.835,289.567,284.603,1.02,1.01,1,,,
6284,1818624,GET,FALSE,285.495,289.796,286.589,284.631,1.02,1,1,,,
1467,1818624,GET,TRUE,284.934,668.403,473.786,409.154,2.35,1.66,1.44,,,
675,1818624,GET,TRUE,324.752,619.426,427.223,333.14,1.91,1.32,1.03,,,
6717,1835008,GET,FALSE,287.749,288.818,290.144,287.314,1,1.01,1,,,
5494,1835008,GET,TRUE,287.974,708.813,463.681,408.861,2.46,1.61,1.42,,,
7801,1835008,GET,FALSE,288.319,289.477,293.039,287.163,1,1.02,1,,,
8431,1835008,GET,TRUE,290.393,528.8,428.176,389.186,1.82,1.47,1.34,,,
9772,1851392,GET,FALSE,290.214,289.981,291.545,289.698,1,1,1,,,
3813,1851392,GET,TRUE,289.835,613.894,448.703,359.576,2.12,1.55,1.24,,,
4254,1867776,GET,FALSE,291.681,294.28,293.05,292.31,1.01,1,1,,,
1760,1867776,GET,TRUE,291.749,719.59,452.566,388.998,2.47,1.55,1.33,,,
1073,1867776,GET,TRUE,291.947,621.675,600.411,417.133,2.13,2.06,1.43,,,
3923,1884160,GET,TRUE,294.753,652.481,471.103,401.396,2.21,1.6,1.36,,,
2222,1900544,GET,FALSE,297.97,300.087,300.302,299.177,1.01,1.01,1,,,
307,1900544,GET,TRUE,298.089,631.601,439.641,397.367,2.12,1.47,1.33,,,
1452,1900544,GET,TRUE,298.047,692.089,512.649,393.679,2.32,1.72,1.32,,,
2631,1900544,GET,FALSE,296.641,299.54,302.261,296.909,1.01,1.02,1,,,
1445,1900544,GET,FALSE,297.118,301.538,298.309,297.062,1.01,1,1,,,
7697,1900544,GET,TRUE,297.416,727.285,487.151,412.228,2.45,1.64,1.39,,,
1837,1900544,GET,TRUE,296.362,697.882,470.171,404.151,2.35,1.59,1.36,,,
581,1900544,GET,FALSE,297.379,298.533,297.609,297.479,1,1,1,,,
2863,1900544,GET,FALSE,297.497,300.64,300.061,297.751,1.01,1.01,1,,,
613,1900544,GET,TRUE,296.841,700.932,444.081,358.461,2.36,1.5,1.21,,,
2579,1900544,GET,TRUE,296.878,647.345,499.389,404.615,2.18,1.68,1.36,,,
8320,1900544,GET,FALSE,345.446,298.72,298.323,297.658,0.86,0.86,0.86,,,
420,1900544,GET,TRUE,297.126,582.204,436.661,395.037,1.96,1.47,1.33,,,
9655,1900544,GET,TRUE,341.397,765.43,498.98,413.506,2.24,1.46,1.21,,,
10596,1900544,GET,TRUE,297.508,728.075,704.123,461.736,2.45,2.37,1.55,,,
2720,1900544,GET,FALSE,296.174,300.064,299.464,296.623,1.01,1.01,1,,,
5841,1900544,GET,FALSE,297.542,299.907,301.356,296.889,1.01,1.01,1,,,
7121,1900544,GET,TRUE,297.447,640.039,477.69,377.365,2.15,1.61,1.27,,,
8586,1900544,GET,FALSE,297.763,299.204,299.766,297.568,1,1.01,1,,,
8099,1900544,GET,TRUE,297.522,592.025,443.965,363.941,1.99,1.49,1.22,,,
1784,1900544,GET,FALSE,297.267,299.252,296.873,297.33,1.01,1,1,,,
7298,1900544,GET,TRUE,297.42,662.006,474.036,400.64,2.23,1.59,1.35,,,
1542,1900544,GET,FALSE,298.083,299.637,298.448,296.878,1.01,1,1,,,
5540,1900544,GET,TRUE,297.522,578.271,496.97,390.764,1.94,1.67,1.31,,,
1859,1900544,GET,TRUE,298.04,652.283,465.585,374.055,2.19,1.56,1.26,,,
33,1900544,GET,FALSE,297.931,297.68,297.7,296.007,1,1,0.99,,,
1395,1900544,GET,FALSE,296.908,298.259,299.537,296.469,1,1.01,1,,,
7810,1900544,GET,FALSE,297.43,299.603,299.308,297.158,1.01,1.01,1,,,
871,1900544,GET,FALSE,297.2,298.594,303.832,297.012,1,1.02,1,,,
2933,1900544,GET,FALSE,297.08,297.472,298.004,296.754,1,1,1,,,
8606,1900544,GET,FALSE,296.738,299.749,299.746,298.005,1.01,1.01,1,,,
10667,1900544,GET,TRUE,343.72,597.235,459.714,397.392,1.74,1.34,1.16,,,
69,1900544,GET,TRUE,720.19,634.954,503.875,973.586,0.88,0.7,1.35,,,
9676,1900544,GET,FALSE,296.928,298.753,297.44,297.373,1.01,1,1,,,
9042,1900544,GET,FALSE,296.872,305.889,297.025,297.692,1.03,1,1,,,
5038,1916928,GET,FALSE,299.4,303.818,302.364,300.386,1.01,1.01,1,,,
10682,1916928,GET,FALSE,299.437,298.951,300.877,300.707,1,1,1,,,
5418,1916928,GET,FALSE,298.846,304.167,302.304,299.639,1.02,1.01,1,,,
2011,1916928,GET,FALSE,351.485,302.278,302.267,300.021,0.86,0.86,0.85,,,
8553,1916928,GET,TRUE,343.832,695.916,498.969,387.586,2.02,1.45,1.13,,,
10600,1916928,GET,TRUE,300.034,708.822,603.789,402.562,2.36,2.01,1.34,,,
945,1916928,GET,TRUE,345.246,636.409,484.924,393.081,1.84,1.4,1.14,,,
489,1916928,GET,FALSE,300.773,301.6,303.732,299.886,1,1.01,1,,,
1688,1916928,GET,FALSE,298.624,300.457,299.769,298.852,1.01,1,1,,,
9030,1916928,GET,FALSE,299.858,300.643,302.527,300.478,1,1.01,1,,,
160,1916928,GET,TRUE,344.638,626.593,555.749,377.511,1.82,1.61,1.1,,,
1754,1916928,GET,FALSE,298.68,300.671,300.712,299.414,1.01,1.01,1,,,
3162,1916928,GET,FALSE,298.593,304.707,300.105,300.868,1.02,1.01,1.01,,,
236,1916928,GET,FALSE,350.393,303.259,301.389,303.974,0.87,0.86,0.87,,,
316,1916928,GET,TRUE,345.426,685.742,440.992,382.675,1.99,1.28,1.11,,,
5580,1916928,GET,FALSE,299.262,311.589,301.651,299.023,1.04,1.01,1,,,
10765,1916928,GET,TRUE,300.375,617.487,460.551,458.886,2.06,1.53,1.53,,,
1510,1916928,GET,FALSE,300.049,312.067,299.811,305.582,1.04,1,1.02,,,
768,1916928,GET,TRUE,346.001,669.276,439.901,380.87,1.93,1.27,1.1,,,
10576,1916928,GET,TRUE,299.929,605.103,550.261,412.222,2.02,1.83,1.37,,,
3811,1916928,GET,FALSE,299.153,307.677,306.898,298.797,1.03,1.03,1,,,
5944,1916928,GET,FALSE,298.577,301.007,301.222,299.258,1.01,1.01,1,,,
8670,1916928,GET,FALSE,299.986,302.311,300.856,301.102,1.01,1,1,,,
1516,1916928,GET,FALSE,715.505,302.598,306.252,299.166,0.42,0.43,0.42,,,
3035,1916928,PUT,FALSE,889.219,1129.063,789.33,611.226,1.27,0.89,0.69,,,
10868,1916928,GET,FALSE,299.434,301.299,300.8,300.461,1.01,1,1,,,
4032,1916928,GET,TRUE,300.317,663.695,595.266,381.277,2.21,1.98,1.27,,,
6228,1916928,GET,TRUE,337.929,699.857,481.864,423.828,2.07,1.43,1.25,,,
8035,1916928,GET,FALSE,300.182,301.676,301.516,299.716,1,1,1,,,
7850,1916928,GET,TRUE,300.501,622.718,482.684,362.203,2.07,1.61,1.21,,,
2465,1916928,GET,TRUE,298.597,591.057,440.036,367.496,1.98,1.47,1.23,,,
9555,1916928,GET,FALSE,299.961,301.084,302.392,300.043,1,1.01,1,,,
3261,1916928,GET,TRUE,299.938,654.874,453.543,414.443,2.18,1.51,1.38,,,
4530,1916928,GET,TRUE,299.537,725.007,509.475,408.508,2.42,1.7,1.36,,,
3606,1916928,GET,FALSE,354.256,301.582,301.474,300.196,0.85,0.85,0.85,,,
9327,1916928,GET,TRUE,299.351,721.921,521.477,425.703,2.41,1.74,1.42,,,
10640,1916928,GET,FALSE,298.896,299.496,301.755,299.425,1,1.01,1,,,
4306,1916928,GET,TRUE,298.714,617.598,482.309,389.514,2.07,1.61,1.3,,,
1020,1916928,GET,FALSE,300.532,300.553,299.483,299.136,1,1,1,,,
2740,1916928,GET,FALSE,345.172,315.853,309.699,300.644,0.92,0.9,0.87,,,
8244,1916928,GET,FALSE,300.158,302.639,307.142,299.848,1.01,1.02,1,,,
6736,1916928,GET,TRUE,300.15,605.785,446.223,408.491,2.02,1.49,1.36,,,
2335,1916928,GET,TRUE,299.381,571.414,480.225,406.915,1.91,1.6,1.36,,,
5958,1916928,GET,TRUE,300.663,708.116,454.533,366.673,2.36,1.51,1.22,,,
4714,1916928,GET,TRUE,300.666,623.111,499.648,427.397,2.07,1.66,1.42,,,
3150,1916928,GET,FALSE,344.991,305.215,300.198,303.631,0.88,0.87,0.88,,,
4584,1916928,GET,TRUE,300.867,674.664,463.777,756.5,2.24,1.54,2.51,,,
2468,1916928,GET,TRUE,342.489,629.391,438.828,418.95,1.84,1.28,1.22,,,
6476,1949696,GET,TRUE,304.578,623.026,455.288,422.347,2.05,1.49,1.39,,,
4472,1949696,GET,TRUE,305.19,628.069,493.733,387.17,2.06,1.62,1.27,,,
7467,1949696,GET,TRUE,305.89,684.818,491.062,403.956,2.24,1.61,1.32,,,
4161,1966080,GET,TRUE,307.46,747.055,498.443,408.673,2.43,1.62,1.33,,,
9786,1966080,GET,TRUE,306.524,659.194,499.827,383.093,2.15,1.63,1.25,,,
5290,1966080,GET,TRUE,307.516,640.566,554.393,401.081,2.08,1.8,1.3,,,
9802,1966080,GET,TRUE,306.873,624.665,457.818,433.758,2.04,1.49,1.41,,,
2144,1966080,GET,FALSE,306.64,308.161,309.2,306.136,1,1.01,1,,,
318,1966080,GET,TRUE,307.466,763.249,592.688,394.421,2.48,1.93,1.28,,,
1871,1966080,GET,FALSE,307.673,309.09,312.861,307.635,1,1.02,1,,,
566,1966080,GET,FALSE,306.897,308.536,307.189,307.066,1.01,1,1,,,
10822,1982464,GET,FALSE,309.407,317.695,312.431,310.045,1.03,1.01,1,,,
1725,1982464,GET,FALSE,310.047,311.552,311.31,310.091,1,1,1,,,
516,1982464,GET,FALSE,310.454,311.746,311.045,309.74,1,1,1,,,
3933,1982464,GET,FALSE,312.328,311.437,310.389,308.677,1,0.99,0.99,,,
7519,1982464,GET,TRUE,309.875,601.469,461.999,412.854,1.94,1.49,1.33,,,
631,1982464,GET,FALSE,310.199,312.274,312.848,308.907,1.01,1.01,1,,,
699,1982464,GET,FALSE,309.894,311.977,311.271,310.231,1.01,1,1,,,
667,1982464,GET,FALSE,355.506,314.611,313.827,309.85,0.88,0.88,0.87,,,
1959,1982464,GET,FALSE,358.456,311.37,311.525,310.211,0.87,0.87,0.87,,,
1308,1982464,GET,TRUE,309.901,645.126,460.567,379.238,2.08,1.49,1.22,,,
5614,1982464,GET,FALSE,309.908,311.677,310.545,308.991,1.01,1,1,,,
2229,1982464,GET,FALSE,311.78,312.441,310.206,311.763,1,0.99,1,,,
7846,1982464,GET,FALSE,310.237,316.097,315.406,309.46,1.02,1.02,1,,,
1881,1982464,GET,TRUE,355.12,681.752,472.049,407.631,1.92,1.33,1.15,,,
10159,1982464,GET,TRUE,310.045,739.061,468.585,389.632,2.38,1.51,1.26,,,
1589,1982464,GET,TRUE,309.787,768.424,558.051,416.712,2.48,1.8,1.35,,,
1494,1982464,GET,FALSE,729.195,312.819,310.428,310.619,0.43,0.43,0.43,,,
961,1982464,GET,TRUE,311.982,737.97,520.551,396.735,2.37,1.67,1.27,,,
8863,1982464,GET,FALSE,309.932,318.351,321.711,309.104,1.03,1.04,1,,,
9735,1982464,GET,TRUE,310.17,699.834,516.401,444.297,2.26,1.66,1.43,,,
2105,1982464,GET,TRUE,310.774,623.604,468.712,380.839,2.01,1.51,1.23,,,
2466,1982464,GET,TRUE,309.201,632.382,460.323,377.12,2.05,1.49,1.22,,,
2031,1982464,GET,TRUE,309.451,678.657,522.597,386.904,2.19,1.69,1.25,,,
4142,1982464,GET,FALSE,346.156,311.998,310.52,308.86,0.9,0.9,0.89,,,
5811,1998848,GET,TRUE,313.279,539.019,472.873,425.138,1.72,1.51,1.36,,,
6606,2015232,GET,FALSE,314.869,314.07,315.191,314.437,1,1,1,,,
6258,2064384,GET,FALSE,371.757,322.43,322.539,322.469,0.87,0.87,0.87,,,
8371,2064384,GET,TRUE,321.603,571.071,483.1,405.112,1.78,1.5,1.26,,,
10924,2080768,GET,FALSE,324.176,327.506,326.11,330.764,1.01,1.01,1.02,,,
706,2080768,GET,FALSE,325.36,333.833,333.029,324.762,1.03,1.02,1,,,
1675,2080768,GET,TRUE,324.437,627.287,484.438,439.263,1.93,1.49,1.35,,,
2981,2080768,GET,TRUE,324.528,688.046,482.915,438.382,2.12,1.49,1.35,,,
6401,2080768,GET,TRUE,372.06,773.242,518.884,404.313,2.08,1.39,1.09,,,
766,2080768,GET,TRUE,324.385,776.552,529.612,436.679,2.39,1.63,1.35,,,
1344,2080768,GET,FALSE,323.92,326.945,326.969,325.701,1.01,1.01,1.01,,,
2666,2080768,GET,TRUE,323.502,704.952,481.125,432.926,2.18,1.49,1.34,,,
4885,2080768,GET,TRUE,324.205,592.996,536.279,433.152,1.83,1.65,1.34,,,
1190,2080768,GET,TRUE,323.869,790.881,558.852,439.306,2.44,1.73,1.36,,,
1830,2080768,GET,FALSE,324.585,326.937,325.585,324.525,1.01,1,1,,,
